,instance,nlat mean,nlat stdDev,fair mean,fair stdDev
0,"[False, True, False, nan, nan, nan, nan, True]",0.9238505135564243,0.057057656601381075,0.9704744973603416,0.026102711494530285
1,"[True, True, False, nan, nan, nan, nan, True]",0.9098383118124569,0.07285723128905285,0.9633939266204834,0.03466061686085333
2,"[True, True, False, nan, nan, nan, nan, True]",0.9254345069913303,0.05450029330819692,0.9698635672821718,0.026426913593287627
3,"[True, True, False, nan, nan, nan, nan, True]",0.933273690588334,0.04897103866195664,0.9722006373545703,0.02466074533161409
4,"[False, True, False, nan, nan, nan, nan, True]",0.9079334841055029,0.07728714638770508,0.9840556014986599,0.015286710701829666
5,"[True, True, False, nan, nan, nan, nan, True]",0.9279528803685132,0.05570150777389991,0.9866520920220543,0.012001424640074998
6,"[False, True, True, nan, nan, nan, nan, True]",0.6904516930089277,0.17237404556080096,0.9097636079086977,0.08230932208340473
7,"[True, True, True, nan, nan, nan, nan, True]",0.6851398033254287,0.22447652043392277,0.7798399660078918,0.2627547054003913
8,"[False, True, False, nan, nan, nan, nan, True]",0.9218172536176794,0.062017560019320996,0.9864265936262467,0.011972591235524736
9,"[True, True, False, nan, nan, nan, nan, True]",0.9098383118124569,0.07285723128905285,0.9633939266204834,0.03466061686085333
10,"[True, False, True, nan, nan, nan, nan, False]",0.7322176388081383,0.2185952825131061,0.007295731595470797,0.006829955156382739
11,"[False, True, True, nan, nan, nan, nan, True]",0.7017023668569677,0.19233363507445086,0.9068070913062376,0.09375046545918883
12,"[False, True, False, nan, nan, nan, nan, True]",0.9538383028086495,0.039782825163275866,0.981192418757607,0.020302493634219945
13,"[False, True, False, nan, nan, nan, nan, True]",0.9471378308885238,0.044772165141273725,0.9800423769389882,0.021086789625094682
14,"[True, False, False, nan, nan, nan, nan, True]",0.9344667406643138,0.04884978831290062,0.9867934900171617,0.012214185209525647
15,"[True, True, False, nan, nan, nan, nan, True]",0.9484467892085805,0.04365558263921176,0.9912423070739297,0.008501928658935001
16,"[False, True, False, nan, nan, nan, nan, True]",0.9218172536176794,0.062017560019320996,0.9864265936262467,0.011972591235524736
17,"[True, True, False, nan, nan, nan, nan, True]",0.9304171642836403,0.06653739359298538,0.9879834932439467,0.013714441462696037
18,"[False, True, False, nan, nan, nan, nan, True]",0.9238505135564243,0.057057656601381075,0.9704744973603416,0.026102711494530285
19,"[True, True, False, nan, nan, nan, nan, True]",0.9254345069913303,0.05450029330819692,0.9698635672821718,0.026426913593287627
20,"[True, True, False, nan, nan, nan, nan, True]",0.9113051172565011,0.07412346329867078,0.9838770925998688,0.015925787109642944
21,"[False, True, False, nan, nan, nan, nan, True]",0.9218172536176794,0.062017560019320996,0.9864265936262467,0.011972591235524736
22,"[True, True, False, nan, nan, nan, nan, True]",0.9113051172565011,0.07412346329867078,0.9838770925998688,0.015925787109642944
23,"[False, True, True, nan, nan, nan, nan, False]",0.6904516930089277,0.17237404556080096,0.0030406201823257937,0.002072287449450396
24,"[True, False, False, nan, nan, nan, nan, True]",0.9344667406643138,0.04884978831290062,0.9867934900171617,0.012214185209525647
25,"[False, True, False, nan, nan, nan, nan, True]",0.9256633835680345,0.06663715707076724,0.986108858795727,0.01407946141442875
26,"[True, True, False, nan, nan, nan, nan, True]",0.9254345069913303,0.05450029330819692,0.9698635672821718,0.026426913593287627
27,"[False, True, False, nan, nan, nan, nan, True]",0.9218172536176794,0.062017560019320996,0.9864265936262467,0.011972591235524736
28,"[False, True, False, nan, nan, nan, nan, True]",0.9218172536176794,0.062017560019320996,0.9864265936262467,0.011972591235524736
29,"[False, True, True, nan, nan, nan, nan, True]",0.6757920016260708,0.19904728171830854,0.7941988658379106,0.23867193032438985
30,"[False, True, False, nan, nan, nan, nan, True]",0.9471378308885238,0.044772165141273725,0.9800423769389882,0.021086789625094682
31,"[True, True, False, nan, nan, nan, nan, True]",0.9254345069913303,0.05450029330819692,0.9698635672821718,0.026426913593287627
32,"[False, True, True, nan, nan, nan, nan, True]",0.7151118332848829,0.19296721815716034,0.9181162399404189,0.08044798434826968
33,"[False, True, False, nan, nan, nan, nan, True]",0.9238505135564243,0.057057656601381075,0.9704744973603416,0.026102711494530285
34,"[False, True, False, nan, nan, nan, nan, True]",0.9218172536176794,0.062017560019320996,0.9864265936262467,0.011972591235524736
